,Rooms,Type,Method,Distance,Postcode,Bedrooms,Bathroom,Car,Landsize,YearBuilt,Lattitude,Longtitude,Regionname,Propertycount,Price class
5061,3,h,S,2.6,3121.0,3.0,2.0,1.0,,,-37.8249,144.9976,Northern Metropolitan,14949.0,1
5062,1,u,S,8.0,3040.0,1.0,1.0,1.0,0.0,1975.0,-37.7447,144.9184,Western Metropolitan,9264.0,0
5063,3,h,PI,21.5,3195.0,3.0,2.0,2.0,673.0,,-38.02094,145.09736999999996,South-Eastern Metropolitan,2824.0,1
5064,3,h,S,14.0,3047.0,3.0,1.0,2.0,635.0,,-37.69248,144.93345,Northern Metropolitan,4294.0,0
5065,2,h,S,11.2,3073.0,2.0,1.0,2.0,950.0,,-37.702,145.0071,Northern Metropolitan,21650.0,0
5066,3,h,S,20.4,3059.0,3.0,2.0,2.0,711.0,1985.0,-37.64297,144.88796000000005,Northern Metropolitan,4864.0,0
5067,3,h,S,16.3,3075.0,3.0,1.0,1.0,364.0,1985.0,-37.67122,145.01487,Northern Metropolitan,8279.0,0
5068,3,h,VB,8.9,3084.0,3.0,1.0,2.0,615.0,1950.0,-37.75825,145.05438,Eastern Metropolitan,1651.0,1
5069,3,h,S,13.0,3166.0,2.0,1.0,2.0,715.0,1949.0,-37.9072,145.0762,Southern Metropolitan,3145.0,1
5070,3,h,S,5.2,3056.0,3.0,1.0,2.0,304.0,,-37.762,144.9678,Northern Metropolitan,11918.0,1
5071,2,u,VB,7.2,3184.0,2.0,1.0,0.0,643.0,1950.0,-37.87571,144.98702,Southern Metropolitan,8989.0,0
5072,3,h,PI,7.8,3012.0,3.0,1.0,1.0,350.0,1950.0,-37.8123,144.8805,Western Metropolitan,1808.0,0
5073,3,h,SP,13.8,3084.0,5.0,3.0,2.0,586.0,,-37.7405,145.0886,Eastern Metropolitan,2698.0,0
5074,3,h,S,7.0,3013.0,3.0,1.0,1.0,503.0,,-37.8159,144.8626,Western Metropolitan,6543.0,0
5075,3,h,S,10.4,3042.0,3.0,1.0,1.0,590.0,1970.0,-37.7219,144.85239,Western Metropolitan,1119.0,0
5076,5,h,VB,7.3,3146.0,5.0,3.0,2.0,630.0,,-37.85718,145.08658,Southern Metropolitan,10412.0,1
5077,4,h,S,9.3,3162.0,3.0,2.0,2.0,641.0,1970.0,-37.9012,145.035,Southern Metropolitan,5051.0,1
5078,1,u,S,12.4,3060.0,1.0,1.0,1.0,69.0,1960.0,-37.7192,144.9654,Northern Metropolitan,5070.0,0
5079,3,h,S,9.9,3044.0,3.0,1.0,1.0,406.0,1960.0,-37.7269,144.9447,Northern Metropolitan,7485.0,0
5080,2,u,S,12.0,3073.0,2.0,1.0,1.0,134.0,2013.0,-37.7216,145.0178,Northern Metropolitan,21650.0,0
5081,4,h,S,10.8,3019.0,4.0,2.0,2.0,599.0,2008.0,-37.7896,144.8559,Western Metropolitan,3589.0,0
5082,4,h,S,12.9,3043.0,4.0,1.0,6.0,763.0,,-37.69048,144.87312,Western Metropolitan,3296.0,0
5083,3,h,S,11.2,3073.0,2.0,1.0,3.0,560.0,1950.0,-37.721,144.9885,Northern Metropolitan,21650.0,0
5084,3,h,S,7.2,3184.0,3.0,2.0,3.0,144.0,,-37.88617,144.9833,Southern Metropolitan,8989.0,1
5085,1,u,S,0.7,3006.0,1.0,1.0,1.0,63.0,2010.0,-37.83014,144.96967,Southern Metropolitan,8400.0,0
5086,3,h,S,14.0,3047.0,3.0,1.0,1.0,639.0,,-37.69142,144.93025,Northern Metropolitan,4294.0,0
5087,1,h,VB,4.6,3122.0,1.0,1.0,1.0,0.0,,-37.8143,145.0319,Southern Metropolitan,11308.0,0
5088,2,h,SP,10.5,3081.0,2.0,1.0,2.0,244.0,,-37.7421,145.0491,Eastern Metropolitan,2947.0,0
5089,2,h,S,9.3,3162.0,2.0,1.0,1.0,0.0,,-37.9002,145.02700000000004,Southern Metropolitan,5051.0,0
5090,2,u,S,5.3,3070.0,2.0,1.0,1.0,0.0,,-37.76622,145.01596,Northern Metropolitan,11364.0,0
5091,3,h,PI,5.3,3122.0,3.0,3.0,2.0,255.0,1997.0,-37.83195,145.04211999999995,Southern Metropolitan,11308.0,1
5092,2,t,S,8.8,3072.0,2.0,1.0,1.0,113.0,2013.0,-37.7479,145.0153,Northern Metropolitan,14577.0,0
5093,4,h,PI,7.4,3185.0,4.0,2.0,3.0,485.0,,-37.8754,144.9944,Southern Metropolitan,821.0,1
5094,2,u,PI,2.3,3051.0,2.0,1.0,1.0,0.0,1960.0,-37.8004,144.9465,Northern Metropolitan,6821.0,0
5095,4,h,S,11.8,3204.0,4.0,2.0,2.0,647.0,,-37.9061,145.0366,Southern Metropolitan,3578.0,1
5096,3,h,S,5.1,3181.0,3.0,3.0,1.0,143.0,1890.0,-37.8525,144.9881,Southern Metropolitan,4380.0,1
5097,4,h,PI,4.6,3142.0,4.0,3.0,2.0,732.0,1980.0,-37.8349,145.01,Southern Metropolitan,7217.0,2
5098,3,h,S,14.7,3030.0,3.0,2.0,2.0,658.0,1984.0,-37.88688,144.67244,Western Metropolitan,16166.0,0
5099,2,u,S,1.8,3053.0,2.0,2.0,1.0,0.0,2010.0,-37.7929,144.9705,Northern Metropolitan,6786.0,0
5100,2,u,S,4.1,3142.0,2.0,2.0,1.0,0.0,,-37.84139,145.00678,Southern Metropolitan,7217.0,0
5101,3,h,S,7.0,3013.0,3.0,2.0,2.0,428.0,1965.0,-37.8167,144.8965,Western Metropolitan,6543.0,0
5102,4,h,S,8.0,3016.0,4.0,3.0,3.0,500.0,2005.0,-37.8638,144.8798,Western Metropolitan,6380.0,2
5103,3,h,VB,5.3,3122.0,3.0,1.0,1.0,333.0,1930.0,-37.82737,145.02971000000005,Southern Metropolitan,11308.0,1
5104,4,h,S,13.7,3188.0,4.0,3.0,2.0,687.0,,-37.9312,144.9997,Southern Metropolitan,5454.0,2
5105,3,h,S,11.1,3025.0,3.0,1.0,2.0,561.0,,-37.8444,144.8491,Western Metropolitan,5132.0,0
5106,3,u,S,3.3,3141.0,3.0,2.0,2.0,3197.0,,-37.8446,144.9844,Southern Metropolitan,14887.0,1
5107,2,u,SP,1.3,3002.0,2.0,2.0,1.0,997.0,2001.0,-37.8161,144.98494,Northern Metropolitan,3040.0,1
5108,1,u,SP,3.3,3141.0,1.0,1.0,1.0,0.0,,-37.8423,144.997,Southern Metropolitan,14887.0,0
5109,1,u,S,3.3,3141.0,1.0,1.0,0.0,0.0,,-37.837,144.9881,Southern Metropolitan,14887.0,0
5110,3,h,S,13.5,3020.0,3.0,1.0,6.0,655.0,1978.0,-37.8022,144.8235,Western Metropolitan,6763.0,0
5111,3,h,PI,5.0,3182.0,3.0,2.0,1.0,128.0,,-37.86545,144.98126000000005,Southern Metropolitan,13240.0,1
5112,2,u,S,11.2,3145.0,2.0,1.0,1.0,0.0,1960.0,-37.8801,145.0874,Southern Metropolitan,8801.0,0
5113,2,h,SP,9.2,3012.0,2.0,1.0,2.0,270.0,1900.0,-37.7871,144.8791,Western Metropolitan,3873.0,0
5114,5,h,SP,18.8,3170.0,5.0,2.0,2.0,873.0,,-37.93706,145.21124,South-Eastern Metropolitan,7113.0,0
5115,2,u,S,4.6,3122.0,2.0,1.0,1.0,0.0,,-37.8265,145.0257,Southern Metropolitan,11308.0,0
5116,2,h,PI,11.2,3046.0,2.0,1.0,1.0,718.0,,-37.71389,144.92158999999995,Northern Metropolitan,8870.0,0
5117,3,h,SP,17.3,3193.0,3.0,2.0,2.0,782.0,,-37.99007,145.03588,Southern Metropolitan,5366.0,1
5118,4,h,S,13.9,3165.0,4.0,1.0,1.0,725.0,1950.0,-37.9289,145.0502,Southern Metropolitan,10969.0,1
5119,3,h,S,12.4,3060.0,3.0,2.0,1.0,577.0,,-37.7071,144.9706,Northern Metropolitan,5070.0,0
5120,5,h,PI,13.8,3107.0,5.0,3.0,4.0,800.0,2006.0,-37.7696,145.1078,Eastern Metropolitan,5420.0,0
5121,3,h,S,5.9,3032.0,3.0,1.0,2.0,506.0,1920.0,-37.7779,144.9133,Western Metropolitan,6567.0,0
5122,2,u,PI,7.0,3013.0,2.0,0.0,0.0,0.0,,-37.8129,144.8952,Western Metropolitan,6543.0,0
5123,2,u,S,20.0,3194.0,2.0,1.0,1.0,128.0,1972.0,-37.98346,145.06313,South-Eastern Metropolitan,6162.0,0
5124,3,h,SP,11.4,3204.0,3.0,1.0,1.0,401.0,1970.0,-37.92999,145.04932,Southern Metropolitan,6795.0,0
5125,4,h,VB,7.5,3123.0,4.0,3.0,2.0,667.0,1988.0,-37.8374,145.0511,Southern Metropolitan,6482.0,2
5126,4,h,SP,5.3,3070.0,4.0,2.0,1.0,5.0,,-37.7628,144.99375,Northern Metropolitan,11364.0,1
5127,4,h,S,10.7,3187.0,4.0,4.0,4.0,509.0,1960.0,-37.9172,145.0214,Southern Metropolitan,6938.0,2
5128,3,h,S,8.4,3015.0,3.0,1.0,3.0,752.0,,-37.8481,144.8721,Western Metropolitan,5498.0,1
5129,3,h,S,8.4,3015.0,3.0,1.0,0.0,357.0,1900.0,-37.8459,144.8877,Western Metropolitan,5498.0,1
5130,2,t,PI,6.4,3011.0,2.0,1.0,1.0,556.0,2010.0,-37.7919,144.8854,Western Metropolitan,7570.0,0
5131,2,t,SP,11.2,3046.0,2.0,1.0,1.0,132.0,2014.0,-37.72048,144.91323,Northern Metropolitan,2651.0,0
5132,2,h,S,9.7,3041.0,2.0,1.0,1.0,151.0,,-37.7296,144.9234,Western Metropolitan,3284.0,0
5133,4,h,S,13.0,3046.0,3.0,1.0,2.0,630.0,1960.0,-37.7002,144.9232,Northern Metropolitan,8870.0,0
5134,3,h,S,5.9,3032.0,3.0,1.0,0.0,317.0,,-37.7746,144.9112,Western Metropolitan,6567.0,0
5135,2,u,S,11.2,3145.0,2.0,1.0,1.0,259.0,1970.0,-37.8718,145.0526,Southern Metropolitan,8801.0,1
5136,2,u,PI,6.4,3011.0,2.0,1.0,1.0,882.0,1970.0,-37.7899,144.893,Western Metropolitan,7570.0,0
5137,1,u,S,1.5,3002.0,1.0,1.0,1.0,0.0,,-37.8136,144.9892,Northern Metropolitan,3040.0,0
5138,3,h,S,7.9,3079.0,3.0,1.0,2.0,630.0,1960.0,-37.7635,145.039,Eastern Metropolitan,5549.0,1
5139,3,h,VB,15.5,3038.0,3.0,3.0,2.0,654.0,,-37.69394000000001,144.7795,Western Metropolitan,5336.0,0
5140,2,u,S,5.1,3181.0,2.0,1.0,1.0,0.0,,-37.8573,144.9978,Southern Metropolitan,4380.0,0
5141,3,h,PI,20.0,3194.0,3.0,1.0,2.0,531.0,,-37.98023,145.08402,South-Eastern Metropolitan,6162.0,0
5142,3,t,S,14.0,3021.0,3.0,1.0,1.0,160.0,2000.0,-37.73915,144.80289,Western Metropolitan,14042.0,0
5143,4,h,S,31.7,3429.0,4.0,2.0,4.0,939.0,1977.0,-37.57816,144.73431000000005,Western Metropolitan,14092.0,0
5144,3,t,S,7.5,3123.0,3.0,2.0,2.0,94.0,2005.0,-37.8302,145.0525,Southern Metropolitan,6482.0,1
5145,3,h,S,7.8,3058.0,2.0,1.0,1.0,286.0,1890.0,-37.7427,144.952,Northern Metropolitan,11204.0,0
5146,3,h,S,8.2,3041.0,3.0,1.0,3.0,824.0,1935.0,-37.73797,144.92455,Western Metropolitan,3284.0,1
5147,2,u,S,5.0,3182.0,2.0,1.0,1.0,463.0,1960.0,-37.86761,144.98337,Southern Metropolitan,13240.0,0
5148,2,u,SP,13.8,3018.0,2.0,1.0,1.0,0.0,,-37.8659,144.83100000000005,Western Metropolitan,5301.0,0
5149,4,h,S,14.7,3152.0,4.0,1.0,2.0,734.0,,-37.85209,145.24268,Eastern Metropolitan,5424.0,1
5150,1,u,SP,1.5,3002.0,2.0,1.0,0.0,0.0,1930.0,-37.8136,144.9892,Northern Metropolitan,3040.0,0
5151,3,h,S,9.9,3044.0,3.0,2.0,2.0,588.0,1960.0,-37.7283,144.9356,Northern Metropolitan,7485.0,0
5152,2,u,SP,4.5,3057.0,2.0,1.0,1.0,0.0,,-37.765,144.9731,Northern Metropolitan,5533.0,0
5153,2,u,VB,7.7,3184.0,2.0,2.0,1.0,317.0,,-37.8815,144.9903,Southern Metropolitan,8989.0,0
5154,3,h,S,3.0,3067.0,3.0,1.0,0.0,299.0,,-37.80125,144.99926000000005,Northern Metropolitan,4019.0,1
5155,4,h,S,13.4,3130.0,4.0,2.0,2.0,727.0,1960.0,-37.84378,145.13407,Eastern Metropolitan,4387.0,1
5156,3,h,SP,15.0,3021.0,3.0,2.0,2.0,570.0,1980.0,-37.7367,144.8246,Western Metropolitan,1202.0,0
5157,2,h,S,2.6,3121.0,2.0,1.0,0.0,158.0,1900.0,-37.8201,145.007,Northern Metropolitan,14949.0,0
5158,2,h,SP,8.8,3072.0,2.0,1.0,2.0,460.0,,-37.7397,145.0209,Northern Metropolitan,14577.0,0
5159,3,h,S,26.5,3138.0,3.0,1.0,2.0,886.0,1960.0,-37.7753,145.31266000000005,Eastern Victoria,8280.0,0
5160,3,h,S,13.9,3165.0,3.0,1.0,1.0,250.0,1980.0,-37.9087,145.0537,Southern Metropolitan,10969.0,0
5161,8,h,S,8.4,3015.0,6.0,2.0,4.0,663.0,1920.0,-37.8385,144.8824,Western Metropolitan,5498.0,0
5162,3,t,PI,11.2,3042.0,3.0,2.0,2.0,202.0,2015.0,-37.7418,144.8833,Western Metropolitan,2291.0,0
5163,3,h,S,8.4,3015.0,2.0,2.0,2.0,281.0,1950.0,-37.8431,144.8845,Western Metropolitan,5498.0,0
5164,2,t,S,11.2,3042.0,2.0,1.0,1.0,237.0,,-37.74,144.8851,Western Metropolitan,2291.0,0
5165,3,t,S,13.0,3204.0,3.0,2.0,2.0,334.0,2006.0,-37.9284,145.0428,Southern Metropolitan,6795.0,1
5166,2,h,S,11.2,3073.0,2.0,1.0,2.0,455.0,1940.0,-37.7246,144.9995,Northern Metropolitan,21650.0,0
5167,4,h,S,17.9,3192.0,4.0,2.0,2.0,585.0,,-37.95272,145.06573,Southern Metropolitan,9758.0,1
5168,2,h,S,3.2,3054.0,2.0,1.0,0.0,142.0,,-37.7911,144.9688,Northern Metropolitan,3106.0,0
5169,4,h,S,13.8,3188.0,4.0,2.0,2.0,766.0,,-37.93571,145.0153,Southern Metropolitan,5454.0,2
5170,5,h,S,11.8,3105.0,5.0,4.0,4.0,564.0,1955.0,-37.7735,145.0936,Eastern Metropolitan,4480.0,1
5171,1,h,S,14.0,3021.0,1.0,1.0,2.0,617.0,,-37.73385,144.80535,Western Metropolitan,14042.0,0
5172,3,h,S,18.8,3170.0,3.0,2.0,3.0,709.0,1958.0,-37.92811,145.14971,South-Eastern Metropolitan,7113.0,0
5173,2,u,S,11.8,3204.0,2.0,1.0,1.0,0.0,,-37.9009,145.037,Southern Metropolitan,3578.0,0
5174,4,t,S,9.2,3012.0,4.0,2.0,2.0,294.0,,-37.7844,144.8758,Western Metropolitan,3873.0,0
5175,5,h,S,5.2,3056.0,5.0,3.0,4.0,957.0,1995.0,-37.77501,144.95117,Northern Metropolitan,11918.0,2
5176,4,h,SP,33.3,3976.0,4.0,2.0,2.0,654.0,1989.0,-38.02683,145.25871,South-Eastern Metropolitan,8256.0,0
5177,2,u,S,5.9,3055.0,2.0,1.0,2.0,0.0,,-37.7643,144.9477,Northern Metropolitan,7082.0,0
5178,3,h,S,7.8,3124.0,2.0,1.0,1.0,427.0,1938.0,-37.8367,145.0934,Southern Metropolitan,8920.0,1
5179,1,u,S,1.8,3053.0,1.0,1.0,1.0,0.0,2009.0,-37.7998,144.9689,Northern Metropolitan,6786.0,0
5180,4,t,S,3.0,3067.0,4.0,2.0,2.0,102.0,,-37.80116,145.00066,Northern Metropolitan,4019.0,1
5181,2,h,S,4.5,3181.0,2.0,1.0,0.0,288.0,1900.0,-37.8512,145.0053,Southern Metropolitan,7717.0,1
5182,2,u,S,7.8,3124.0,2.0,1.0,1.0,137.0,1970.0,-37.8459,145.088,Southern Metropolitan,8920.0,0
5183,2,t,S,7.2,3184.0,2.0,1.0,1.0,0.0,1980.0,-37.88465,144.99177,Southern Metropolitan,8989.0,0
5184,3,h,S,9.2,3058.0,3.0,1.0,2.0,575.0,1960.0,-37.7307,144.9704,Northern Metropolitan,3445.0,0
5185,3,h,S,7.3,3146.0,3.0,2.0,2.0,,,-37.84965,145.05903999999995,Southern Metropolitan,10412.0,1
5186,3,h,VB,7.8,3124.0,3.0,2.0,3.0,780.0,,-37.8328,145.0679,Southern Metropolitan,8920.0,1
5187,2,h,PI,7.8,3124.0,2.0,1.0,4.0,368.0,,-37.8233,145.0644,Southern Metropolitan,8920.0,1
5188,1,u,PI,6.2,3039.0,1.0,1.0,1.0,114.0,1970.0,-37.76911,144.92472,Western Metropolitan,6232.0,0
5189,2,h,PI,11.8,3204.0,3.0,1.0,1.0,690.0,1930.0,-37.9056,145.0288,Southern Metropolitan,3578.0,1
5190,4,h,S,7.5,3123.0,4.0,3.0,1.0,710.0,,-37.8187,145.0577,Southern Metropolitan,6482.0,2
5191,3,h,S,13.6,3148.0,3.0,1.0,2.0,620.0,1970.0,-37.8812,145.105,Southern Metropolitan,3582.0,1
5192,2,u,SP,6.5,3071.0,2.0,1.0,1.0,0.0,,-37.7608,145.0059,Northern Metropolitan,8870.0,0
5193,3,h,PI,5.2,3056.0,3.0,1.0,0.0,230.0,,-37.76811,144.96017,Northern Metropolitan,11918.0,0
5194,2,h,PI,7.0,3071.0,2.0,1.0,2.0,443.0,,-37.76219,145.00968,Northern Metropolitan,8870.0,0
5195,3,h,SP,22.7,3174.0,3.0,1.0,1.0,587.0,1960.0,-37.96968,145.16832,South-Eastern Metropolitan,11806.0,0
5196,4,h,S,4.3,3032.0,4.0,2.0,2.0,290.0,2012.0,-37.77708,144.90913999999995,Western Metropolitan,6567.0,1
5197,4,h,SP,12.1,3083.0,4.0,2.0,3.0,543.0,,-37.69852,145.06523,Northern Metropolitan,10175.0,0
5198,3,h,S,4.3,3032.0,3.0,1.0,1.0,504.0,,-37.77279,144.91732,Western Metropolitan,6567.0,1
5199,3,h,PI,11.7,3033.0,3.0,2.0,1.0,292.0,2013.0,-37.74695,144.86625,Western Metropolitan,5629.0,0
5200,3,h,S,9.3,3162.0,3.0,1.0,1.0,359.0,,-37.8898,145.0196,Southern Metropolitan,5051.0,1
5201,4,h,S,6.8,3016.0,4.0,2.0,0.0,240.0,1900.0,-37.85414,144.89561,Western Metropolitan,6380.0,1
5202,4,h,VB,13.8,3084.0,4.0,2.0,2.0,660.0,1977.0,-37.7375,145.0917,Eastern Metropolitan,2698.0,0
5203,2,h,VB,8.8,3081.0,2.0,1.0,1.0,721.0,,-37.74371,145.04161000000005,Eastern Metropolitan,2674.0,0
5204,4,h,S,8.4,3015.0,3.0,1.0,1.0,619.0,1915.0,-37.839,144.8854,Western Metropolitan,5498.0,0
5205,4,h,PI,9.7,3104.0,4.0,2.0,2.0,654.0,2010.0,-37.78458,145.07912,Southern Metropolitan,7809.0,2
5206,5,h,S,9.2,3146.0,5.0,3.0,4.0,619.0,2003.0,-37.8554,145.0611,Southern Metropolitan,10412.0,2
5207,3,h,S,13.8,3107.0,3.0,1.0,2.0,799.0,1960.0,-37.7698,145.1028,Eastern Metropolitan,5420.0,0
5208,3,h,S,25.9,3754.0,3.0,2.0,4.0,400.0,,-37.60697,145.09208,Northern Metropolitan,5812.0,0
5209,4,h,S,9.2,3104.0,4.0,4.0,3.0,1135.0,1960.0,-37.8014,145.0892,Southern Metropolitan,7809.0,2
5210,2,h,VB,5.2,3056.0,2.0,1.0,1.0,153.0,,-37.766,144.9609,Northern Metropolitan,11918.0,0
5211,3,h,S,8.9,3084.0,3.0,1.0,2.0,598.0,1955.0,-37.76093,145.056,Eastern Metropolitan,1651.0,1
5212,2,u,S,2.6,3121.0,2.0,1.0,1.0,0.0,2012.0,-37.823,144.9982,Northern Metropolitan,14949.0,0
5213,2,t,S,13.0,3204.0,2.0,1.0,1.0,140.0,1970.0,-37.9204,145.0443,Southern Metropolitan,6795.0,0
5214,3,h,S,8.4,3072.0,3.0,1.0,2.0,464.0,,-37.74503,145.01295,Northern Metropolitan,14577.0,0
5215,1,u,S,1.8,3053.0,1.0,1.0,1.0,0.0,,-37.7982,144.9651,Northern Metropolitan,6786.0,0
5216,3,t,S,13.9,3165.0,3.0,2.0,2.0,230.0,2012.0,-37.9179,145.0592,Southern Metropolitan,10969.0,0
5217,3,u,S,1.6,3066.0,3.0,2.0,1.0,15900.0,,-37.8035,144.985,Northern Metropolitan,4553.0,0
5218,3,h,VB,13.8,3188.0,3.0,1.0,2.0,697.0,,-37.94435,145.00927,Southern Metropolitan,5454.0,1
5219,5,h,VB,21.5,3195.0,5.0,2.0,2.0,653.0,,-37.99336,145.08953,South-Eastern Metropolitan,5087.0,1
5220,2,u,S,10.3,3084.0,2.0,1.0,1.0,79.0,1970.0,-37.7612,145.0663,Eastern Metropolitan,1651.0,0
5221,1,u,S,5.2,3055.0,1.0,1.0,1.0,406.0,1970.0,-37.75847,144.94226,Northern Metropolitan,7082.0,0
5222,4,h,SP,9.2,3104.0,4.0,2.0,2.0,1040.0,,-37.7992,145.0907,Southern Metropolitan,7809.0,2
5223,3,h,S,13.3,3020.0,3.0,1.0,1.0,535.0,,-37.757,144.8313,Western Metropolitan,4217.0,0
5224,5,h,S,15.2,3191.0,5.0,3.0,2.0,556.0,2012.0,-37.95017,145.02053999999995,Southern Metropolitan,4497.0,2
5225,4,h,PI,14.7,3167.0,4.0,2.0,2.0,558.0,,-37.9393,145.0962,South-Eastern Metropolitan,3692.0,0
5226,4,t,SP,14.2,3149.0,4.0,2.0,2.0,196.0,,-37.89456,145.11388,Eastern Metropolitan,13366.0,0
5227,3,h,S,15.0,3085.0,3.0,1.0,1.0,687.0,1978.0,-37.7303,145.0823,Northern Metropolitan,1369.0,0
5228,3,t,SP,13.0,3204.0,3.0,2.0,2.0,333.0,,-37.9292,145.0341,Southern Metropolitan,6795.0,1
5229,3,h,S,11.7,3125.0,3.0,1.0,1.0,384.0,1950.0,-37.8542,145.1138,Southern Metropolitan,5678.0,0
5230,2,u,SP,3.4,3031.0,2.0,1.0,1.0,3957.0,2008.0,-37.79741,144.92614,Northern Metropolitan,5263.0,0
5231,2,u,S,10.1,3163.0,2.0,1.0,1.0,109.0,,-37.89578,145.06899,Southern Metropolitan,4442.0,0
5232,2,h,S,3.5,3068.0,2.0,1.0,0.0,122.0,,-37.7818,144.9863,Northern Metropolitan,6244.0,0
5233,4,h,S,14.8,3023.0,4.0,2.0,2.0,709.0,,-37.76336,144.7725,Western Metropolitan,6388.0,0
5234,2,h,SP,7.8,3058.0,2.0,1.0,1.0,702.0,,-37.7517,144.9795,Northern Metropolitan,11204.0,0
5235,2,u,PI,4.6,3122.0,2.0,1.0,1.0,0.0,,-37.8185,145.0235,Southern Metropolitan,11308.0,0
5236,3,h,S,6.4,3011.0,3.0,2.0,3.0,487.0,,-37.7942,144.8934,Western Metropolitan,7570.0,1
5237,5,h,SP,8.7,3032.0,5.0,3.0,2.0,446.0,2002.0,-37.7712,144.8763,Western Metropolitan,4918.0,1
5238,4,t,SP,13.4,3130.0,4.0,2.0,1.0,296.0,1950.0,-37.8054,145.15701,Eastern Metropolitan,2867.0,0
5239,3,h,SP,14.5,3042.0,3.0,1.0,1.0,695.0,1970.0,-37.7259,144.8579,Western Metropolitan,1119.0,0
5240,3,h,S,10.5,3186.0,3.0,1.0,3.0,287.0,1910.0,-37.88879,144.99833,Southern Metropolitan,,1
5241,2,u,S,8.0,3040.0,2.0,1.0,1.0,263.0,1980.0,-37.7418,144.8977,Western Metropolitan,9264.0,0
5242,1,u,S,13.9,3020.0,1.0,1.0,1.0,2347.0,1975.0,-37.7852,144.8272,Western Metropolitan,2185.0,0
5243,2,u,S,11.2,3186.0,2.0,1.0,1.0,0.0,1950.0,-37.9097,144.9914,Southern Metropolitan,10579.0,0
5244,3,h,S,11.1,3025.0,3.0,1.0,3.0,540.0,,-37.8267,144.8368,Western Metropolitan,5132.0,0
5245,3,h,S,13.4,3130.0,3.0,1.0,1.0,671.0,,-37.802,145.15828,Eastern Metropolitan,2867.0,0
5246,2,u,S,8.5,3185.0,1.0,1.0,1.0,0.0,2006.0,-37.8822,144.9994,Southern Metropolitan,4898.0,0
5247,3,h,SP,5.2,3056.0,3.0,1.0,4.0,479.0,1925.0,-37.77694,144.96669,Northern Metropolitan,11918.0,1
5248,2,u,VB,2.8,3000.0,2.0,1.0,1.0,0.0,2005.0,-37.8106,144.9646,Northern Metropolitan,17496.0,0
5249,3,h,S,14.6,3189.0,3.0,1.0,4.0,690.0,,-37.9386,145.0585,Southern Metropolitan,2555.0,1
5250,5,h,S,6.9,3039.0,5.0,2.0,1.0,0.0,,-37.7696,144.9227,Western Metropolitan,6232.0,2
5251,3,h,S,14.7,3167.0,1.0,1.0,2.0,533.0,1960.0,-37.9348,145.0836,South-Eastern Metropolitan,3692.0,0
5252,3,t,PI,10.5,3020.0,3.0,2.0,1.0,358.0,1999.0,-37.79573,144.79311,Western Metropolitan,6763.0,0
5253,3,h,S,9.5,3081.0,3.0,1.0,2.0,730.0,,-37.754,145.0453,Eastern Metropolitan,790.0,1
5254,3,h,S,10.5,3020.0,3.0,1.0,2.0,631.0,1965.0,-37.78956,144.84526,Western Metropolitan,3755.0,0
5255,2,h,PI,14.0,3166.0,2.0,1.0,1.0,0.0,1960.0,-37.8994,145.0955,Southern Metropolitan,3224.0,0
5256,2,t,VB,2.6,3121.0,2.0,1.0,1.0,113.0,2012.0,-37.8119,144.9947,Northern Metropolitan,14949.0,0
5257,3,t,S,11.2,3145.0,3.0,2.0,2.0,323.0,,-37.8704,145.0411,Southern Metropolitan,8801.0,1
5258,2,h,S,4.5,3181.0,2.0,1.0,1.0,183.0,1930.0,-37.8543,145.0024,Southern Metropolitan,7717.0,0
5259,3,h,S,19.6,3076.0,3.0,1.0,2.0,555.0,,-37.64417,145.04043,Northern Metropolitan,10926.0,0
5260,3,h,VB,4.4,3031.0,3.0,2.0,0.0,179.0,1900.0,-37.7857,144.9305,Northern Metropolitan,3593.0,1
5261,3,h,S,7.7,3015.0,4.0,1.0,2.0,532.0,1965.0,-37.8248,144.8717,Western Metropolitan,1223.0,0
5262,4,h,S,7.8,3058.0,4.0,2.0,1.0,295.0,,-37.7374,144.9617,Northern Metropolitan,11204.0,0
5263,3,h,S,7.8,3058.0,3.0,1.0,3.0,385.0,1920.0,-37.734,144.9603,Northern Metropolitan,11204.0,0
5264,3,h,SP,14.0,3047.0,3.0,1.0,2.0,704.0,1950.0,-37.6845,144.90761,Northern Metropolitan,851.0,0
5265,2,h,SP,2.4,3121.0,2.0,1.0,,160.0,,-37.82647,144.99264,Northern Metropolitan,1123.0,1
5266,3,h,S,11.2,3073.0,3.0,1.0,1.0,719.0,,-37.709,145.0015,Northern Metropolitan,21650.0,0
5267,2,h,S,21.8,3089.0,2.0,1.0,0.0,610.0,1939.0,-37.67629,145.15589,Northern Victoria,4258.0,0
5268,3,h,SP,7.8,3058.0,3.0,2.0,0.0,342.0,,-37.743,144.95600000000005,Northern Metropolitan,11204.0,0
5269,3,h,SP,8.4,3015.0,3.0,2.0,2.0,194.0,2010.0,-37.8395,144.8787,Western Metropolitan,5498.0,0
5270,3,h,SP,5.2,3055.0,3.0,1.0,2.0,218.0,,-37.76563,144.94111,Northern Metropolitan,7082.0,0
5271,2,h,S,12.3,3166.0,2.0,1.0,3.0,622.0,1970.0,-37.90168,145.11081,Southern Metropolitan,2547.0,1
5272,3,h,S,11.2,3073.0,3.0,1.0,2.0,874.0,,-37.6982,145.0043,Northern Metropolitan,21650.0,0
